user_id,mean_speed,stddev_speed,problem_count,percent_correct,std_perc_correct,user_id,hint_overall,hint_stddev,hint_first,hint_second,hint_third,correct_first,correct_second,correct_third
126770,29.14045879,14.77213397,127,0.818897638,0.386628135,126770,0.102362205,0.304324536,0.096774194,0.064516129,0.032258065,0.806451613,0.870967742,0.870967742
281606,26.24753659,15.86031837,123,0.902439024,0.297933708,281606,0,0,0,0,0,0.852941176,0.911764706,0.941176471
359661,25.26115254,15.321069,59,0.621468927,0.444022138,359661,0.166666667,0.375823014,0.2,0.2,0.1,0.5,0.6,0.8
133030,18.9387299,15.00223777,60,0.7,0.462124791,133030,0.147540984,0.357587545,0.083333333,0,0,0.666666667,0.9,0.8
227007,19.32242667,14.52063926,75,0.826666667,0.381084276,227007,0,0,0,0,0,0.888888889,0.777777778,0.823529412
343512,23.40575,15.75233569,164,0.81300813,0.346754594,343512,0.097560976,0.297628916,0.228571429,0.057142857,0.057142857,0.771428571,0.857142857,0.885714286
230523,24.23758667,16.0526605,75,0.76,0.429959143,230523,0.173333333,0.381084276,0.266666667,0.266666667,0.133333333,0.666666667,0.666666667,0.8
231839,28.32387143,14.10312159,70,0.928571429,0.259398891,231839,0.014084507,0.118678166,0.047619048,0,0,0.952380952,0.952380952,0.952380952
330388,26.29055645,16.35754046,124,0.653225806,0.47787393,330388,0.158730159,0.366883053,0.384615385,0.076923077,0.166666667,0.346153846,0.76,0.75
104337,31.46354041,14.7869175,69,0.956521739,0.205425141,104337,0,0,0,0,0,0.9,1,0.95
326966,23.82960156,15.45981999,128,0.796875,0.403905637,326966,0.060606061,0.239515279,0.147058824,0.032258065,0.034482759,0.606060606,0.838709677,0.896551724
359520,25.12726923,14.64168334,78,0.794871795,0.380744199,359520,0.2,0.402523684,0.315789474,0.235294118,0.058823529,0.666666667,0.823529412,0.941176471
358426,24.04628782,18.20357841,271,0.81795818,0.366932245,358426,0.05904059,0.236136735,0.050847458,0.084745763,0.033898305,0.881355932,0.86440678,0.915254237
297895,26.04630488,16.62531639,82,0.817073171,0.388985664,297895,0.023255814,0.151598866,0,0,0,0.666666667,0.904761905,0.714285714
181535,25.05496203,14.67236535,79,0.860759494,0.348409471,181535,0.113924051,0.319749171,0.095238095,0.1,0,0.857142857,0.9,1
349942,14.85753521,12.3654408,71,0.76056338,0.39514152,349942,0.024096386,0.154280677,0.037037037,0.058823529,0,0.7,0.875,0.933333333
347408,27.86771429,17.32851486,63,0.862433862,0.32036561,347408,0.046875,0.213042026,0.176470588,0,0,0.823529412,0.823529412,1
121672,17.81071466,14.34663553,222,0.45045045,0.498663167,121672,0.199134199,0.400216392,0.275862069,0.333333333,0.24,0.5,0.481481481,0.52
121743,13.97930499,15.67819672,76,0.921052632,0.271448357,121743,0,0,0,0,0,0.902439024,0.857142857,1
126033,15.61724684,12.67172509,142,0.88028169,0.32578099,126033,0.021126761,0.144315939,0.052631579,0.027027027,0,0.868421053,0.864864865,0.918918919
171955,24.18957471,17.33396974,87,0.804597701,0.398808705,171955,0.120879121,0.327792781,0.19047619,0.1,0.210526316,0.8,0.842105263,0.722222222
122194,28.30480858,17.24459542,69,0.637681159,0.4841917,122194,0.202702703,0.404756979,0.214285714,0,0.222222222,0.333333333,1,0.555555556
179652,26.58784058,15.51901207,276,0.692028986,0.462493101,179652,0.212230216,0.409624365,0.264150943,0.173076923,0.117647059,0.603773585,0.730769231,0.843137255
181879,22.35955455,15.30970207,110,0.7,0.460354869,181879,0.218181818,0.414901739,0.19047619,0.19047619,0.142857143,0.714285714,0.80952381,0.761904762
126284,16.56503287,16.78721033,107,0.822429907,0.3839488,126284,0.061946903,0.242132853,0,0.058823529,0.0625,0.777777778,0.8125,0.866666667
251232,30.03488462,16.16366918,52,0.711538462,0.457466958,251232,0.145454545,0.355807991,0.2,0.142857143,0.142857143,0.5,0.714285714,0.571428571
226780,24.17840104,14.8587943,192,0.803819444,0.380207524,226780,0.071428571,0.25819889,0.14893617,0.022727273,0.023255814,0.680851064,0.886363636,0.904761905
104516,22.40885912,16.17122822,129,0.449612403,0.499394013,104516,0.141791045,0.350144655,0.277777778,0.285714286,0.214285714,0.4375,0.357142857,0.571428571
151918,29.38353086,15.15604038,81,0.580246914,0.496593333,151918,0.185185185,0.39086798,0.4,0.1,0,0.6,0.7,0.9
273842,24.00858519,14.98494254,135,0.62962963,0.484702413,273842,0.18115942,0.386553313,0.192307692,0.16,0.08,0.64,0.68,0.875
126158,25.10392877,16.99163492,394,0.718274112,0.450412382,126158,0.119700748,0.325016785,0.104651163,0.144578313,0.12345679,0.678571429,0.756097561,0.716049383
294382,28.48808955,16.93977376,134,0.731343284,0.444924241,294382,0.111940299,0.31647608,0.115384615,0.076923077,0.115384615,0.538461538,0.807692308,0.769230769
186946,25.31819524,14.97850428,210,0.504761905,0.501172014,186946,0.419213974,0.49451136,0.176470588,0.282051282,0.151515152,0.674418605,0.617647059,0.818181818
289248,31.27161009,16.45527144,218,0.724770642,0.447657696,289248,0.110091743,0.313724454,0.166666667,0.095238095,0.047619048,0.5,0.785714286,0.833333333
299849,29.17773016,15.80859811,63,0.842857143,0.310302695,299849,0.158730159,0.36835945,0.3,0.3,0.3,0.8,0.9,0.8
284995,26.78050704,16.52491423,71,0.708920188,0.443398053,284995,0.084507042,0.280126445,0.25,0.083333333,0.083333333,0.583333333,0.75,0.916666667
337882,28.76351316,14.64972014,228,0.808479532,0.368705091,337882,0.118421053,0.323816936,0.166666667,0.125,0.083333333,0.791666667,0.875,0.854166667
226290,27.25883333,16.14437048,60,0.783333333,0.415450202,226290,0.133333333,0.342803332,0,0.230769231,0.076923077,0.846153846,0.692307692,0.769230769
199380,25.22713652,16.63469874,293,0.511945392,0.500712476,199380,0.362416107,0.481506686,0.612903226,0.413793103,0.310344828,0.333333333,0.517241379,0.655172414
105698,19.72689967,16.57608782,103,0.67961165,0.468907622,105698,0.111111111,0.315734815,0.052631579,0,0.153846154,0.710526316,0.615384615,0.615384615
231464,25.59102439,15.8135721,123,0.756097561,0.431190943,231464,0.129032258,0.336595628,0.230769231,0.153846154,0.08,0.692307692,0.72,0.88
222121,23.393498,15.79976775,500,0.720666667,0.446136337,222121,0.17037037,0.376306446,0.148148148,0.123893805,0.102803738,0.639344262,0.765765766,0.80952381
306714,19.23839568,14.95753493,139,0.81294964,0.387225791,306714,0.055172414,0.229107882,0.108108108,0.057142857,0.029411765,0.72972973,0.794117647,0.882352941
316003,22.42709434,17.57614876,53,0.86163522,0.295507403,316003,0.035714286,0.187256335,0.066666667,0,0.076923077,0.866666667,0.928571429,0.916666667
177288,20.66504651,14.3955048,129,0.651162791,0.478460467,177288,0.069230769,0.254828154,0.1,0,0.1,0.65,0.7,0.7
93491,19.31461805,18.96090323,137,0.817518248,0.38765847,93491,0.028985507,0.168376923,0.030769231,0.105263158,0,0.861538462,0.789473684,0.833333333
118409,18.64227434,14.6611597,472,0.694915254,0.460931846,118409,0.081761006,0.274287927,0.138297872,0.048780488,0.074074074,0.698924731,0.756097561,0.7
245352,25.60521839,14.60781713,87,0.965517241,0.183523388,245352,0,0,0,0,0,0.925925926,1,0.962962963
271249,26.98744156,16.01422109,77,0.727272727,0.448282208,271249,0.168831169,0.377059168,0,0.142857143,0.142857143,0.928571429,0.714285714,0.714285714
233393,19.9087931,13.92568732,58,0.74137931,0.441701051,233393,0.06779661,0.253554509,0,0.153846154,0.076923077,0.692307692,0.538461538,0.692307692
327858,19.81123762,15.27135717,101,0.792079208,0.385793512,327858,0.111111111,0.315621384,0.135135135,0.111111111,0.041666667,0.714285714,0.769230769,0.904761905
305851,20.10461688,15.98992754,154,0.748917749,0.412780022,305851,0.148387097,0.356635584,0.321428571,0.107142857,0.142857143,0.642857143,0.892857143,0.777777778
241806,26.4871978,15.83217243,91,0.406593407,0.493919066,241806,0.369565217,0.485331909,0.555555556,0.444444444,0.444444444,0.222222222,0.333333333,0.444444444
107904,20.17520055,17.32794298,114,0.605263158,0.490952137,107904,0.180327869,0.386045718,0.310344828,0.388888889,0.111111111,0.4,0.444444444,0.722222222
221669,27.07858228,17.18097735,79,0.810126582,0.394706946,221669,0.151898734,0.361216165,0.294117647,0.117647059,0.117647059,0.705882353,0.882352941,0.764705882
339793,25.11493919,15.49310839,296,0.67454955,0.42644877,339793,0.212837838,0.410007095,0.324324324,0.216216216,0.243243243,0.648648649,0.756756757,0.702702703
122525,23.72955472,17.26893642,61,0.803278689,0.400818834,122525,0.076923077,0.268543078,0.058823529,0.166666667,0.166666667,0.705882353,0.75,0.833333333
279103,22.86553271,15.53574499,107,0.822429907,0.3839488,279103,0.009259259,0.096225045,0.035714286,0,0,0.740740741,0.777777778,0.814814815
244630,25.57085586,15.90133429,111,0.792792793,0.407143422,244630,0.133928571,0.34210624,0.076923077,0.04,0.12,0.692307692,0.92,0.88
283083,17.97068519,13.88961386,54,0.62962963,0.48743829,283083,0.06779661,0.253554509,0,0.1,0,0.666666667,0.666666667,0.777777778
105245,30.52710439,16.63576305,115,0.434782609,0.497897946,105245,0.465517241,0.500973565,0.545454545,0.363636364,0.272727273,0.363636364,0.636363636,0.636363636
272004,24.61562712,15.15213907,59,0.728813559,0.448388243,272004,0.152542373,0.362632108,0.153846154,0,0.076923077,0.692307692,0.846153846,0.769230769
223055,29.9298,16.44130798,65,0.692307692,0.465130255,223055,0.123076923,0.331082142,0.384615385,0.153846154,0,0.307692308,0.538461538,0.923076923
240488,18.24354717,15.5907356,53,0.754716981,0.434372243,240488,0.127272727,0.336349986,0.25,0.166666667,0.083333333,0.666666667,0.833333333,0.75
277779,28.75096316,17.19001351,190,0.605263158,0.490085495,277779,0.289473684,0.454716304,0.357142857,0.185185185,0.259259259,0.392857143,0.62962963,0.740740741
181645,24.86019388,14.66670246,98,0.765306122,0.425986312,181645,0.030612245,0.17315041,0.047619048,0.047619048,0,0.619047619,0.714285714,0.904761905
241819,27.93519774,16.20225707,177,0.598870056,0.491517675,241819,0.174603175,0.380635633,0.333333333,0.133333333,0.111111111,0.333333333,0.724137931,0.576923077
185188,24.623,15.68928722,154,0.571428571,0.496486253,185188,0.285714286,0.453227867,0.470588235,0.176470588,0.176470588,0.470588235,0.823529412,0.705882353
246013,22.58371523,15.65598682,151,0.841059603,0.366837207,246013,0.033112583,0.179525989,0.052631579,0.052631579,0.026315789,0.736842105,0.842105263,0.789473684
240778,30.08230556,15.96533069,180,0.733333333,0.44345016,240778,0.138888889,0.346795206,0.277777778,0.111111111,0.111111111,0.527777778,0.75,0.777777778
247940,23.9142027,16.22295545,74,0.432432432,0.498795291,247940,0.3625,0.48375509,0.3125,0.428571429,0.285714286,0.466666667,0.428571429,0.461538462
179092,25.89120213,14.3914977,94,0.755319149,0.432202915,179092,0.085106383,0.280536141,0.1,0.05,0.2,0.75,0.8,0.7
145323,25.87034414,18.1066567,439,0.769931663,0.421356523,145323,0.112612613,0.31647526,0.097014925,0.155844156,0.064935065,0.78358209,0.727272727,0.831168831
127265,12.411567,15.31689628,56,0.875,0.333711906,127265,0.053571429,0.227207783,0.068965517,0,0.111111111,0.827586207,1,0.777777778
125775,26.57377361,14.84248795,101,0.900990099,0.300164971,125775,0.048543689,0.215962995,0,0.115384615,0.038461538,0.962962963,0.884615385,0.923076923
71950,24.97835756,15.7994721,68,0.602941176,0.492926257,71950,0.220588235,0.417726192,0.166666667,0.181818182,0.285714286,0.611111111,0.818181818,0.428571429
243105,24.70948507,16.58800864,134,0.537313433,0.500476711,243105,0.291970803,0.456337464,0.375,0.227272727,0.318181818,0.363636364,0.636363636,0.476190476
350649,27.4157337,16.04917668,184,0.867753623,0.317509705,350649,0.038043478,0.191823229,0.045454545,0.046511628,0.023255814,0.931818182,0.953488372,0.88372093
312765,18.26504598,14.35607362,87,0.804980843,0.388248859,312765,0.055555556,0.230344691,0.045454545,0.052631579,0.052631579,0.65,0.894736842,0.789473684
290352,24.01390941,15.24549694,287,0.831591173,0.362233296,290352,0.090277778,0.287078142,0.176470588,0.088235294,0.044117647,0.735294118,0.838235294,0.895522388
226730,23.92518692,16.51473641,107,0.598130841,0.49258297,226730,0.205607477,0.406046697,0.352941176,0.133333333,0.066666667,0.529411765,0.6,0.733333333
338803,19.91844737,13.66597594,228,0.852339181,0.327600311,338803,0.082969432,0.276440254,0.125,0.037037037,0.092592593,0.785714286,0.962962963,0.907407407
72152,28.191718,16.65664409,77,0.467532468,0.50221655,72152,0.392405063,0.491406185,0.277777778,0.333333333,0.375,0.611111111,0.416666667,0.5
236456,24.4715,16.16009514,64,0.40625,0.495014831,236456,0.211267606,0.411113226,0.333333333,0.3,0.222222222,0.181818182,0.4,0.555555556
220399,28.2359386,16.70555552,114,0.666666667,0.473485787,220399,0.219298246,0.415597915,0.388888889,0.111111111,0.333333333,0.388888889,0.611111111,0.666666667
280975,28.26021081,17.71340345,185,0.722522523,0.439453304,280975,0.171717172,0.378090421,0.32,0.097560976,0.05,0.568181818,0.853658537,0.825
290333,29.58709388,15.60725185,245,0.804081633,0.390788322,290333,0.036437247,0.187755948,0.086206897,0.035087719,0.01754386,0.672413793,0.807017544,0.877192982
177465,26.91049189,15.47286155,185,0.664864865,0.473318658,177465,0.227027027,0.420047001,0.303030303,0.333333333,0.181818182,0.545454545,0.545454545,0.696969697
147706,19.68880896,14.15130245,85,0.670588235,0.472788972,147706,0.056818182,0.232821502,0.111111111,0.125,0,0.625,0.625,0.8125
145372,22.80436784,16.45675855,478,0.730125523,0.44435946,145372,0.166324435,0.372754514,0.18699187,0.16,0.12,0.62601626,0.72,0.84
200439,27.95650696,16.49629019,359,0.718662953,0.450279113,200439,0.188888889,0.391965107,0.211267606,0.211267606,0.157142857,0.563380282,0.718309859,0.8
329062,27.38642021,16.97143594,188,0.641843972,0.479501032,329062,0.17989418,0.385119475,0.233333333,0.166666667,0.166666667,0.566666667,0.6,0.6
344148,24.01796774,15.73885391,341,0.724340176,0.424260906,344148,0.065902579,0.248467953,0.144927536,0.073529412,0.060606061,0.661764706,0.746268657,0.861538462
174868,25.39916667,16.38352527,114,0.561403509,0.498406092,174868,0.396551724,0.491303684,0.421052632,0.526315789,0.294117647,0.526315789,0.444444444,0.705882353
126781,20.82622881,16.00658244,64,0.90625,0.293784826,126781,0.015151515,0.123091491,0,0,0,0.941176471,0.882352941,0.823529412
187150,27.94511648,16.94783719,352,0.653409091,0.476561488,187150,0.099431818,0.299666892,0.166666667,0.111111111,0.074074074,0.518518519,0.722222222,0.777777778
154615,17.31399288,11.78626638,82,0.487804878,0.502927294,154615,0.202380952,0.404187774,0.117647059,0.2,0.111111111,0.647058824,0.4,0.444444444
344946,22.9422093,15.03928827,129,0.780361757,0.371502496,344946,0.084615385,0.279385133,0.083333333,0,0.173913043,0.791666667,0.869565217,0.782608696
245927,20.65548462,14.53935932,130,0.653846154,0.477583362,245927,0.25,0.43466228,0.3,0.15,0.15,0.6,0.6,0.85
226727,23.40385614,15.37903587,285,0.642105263,0.480224188,226727,0.200680272,0.401192182,0.178571429,0.156862745,0.16,0.566037736,0.74,0.74
122132,20.23605759,16.69169476,306,0.849673203,0.357976862,122132,0.038095238,0.191730779,0.025423729,0.016666667,0.033898305,0.846153846,0.916666667,0.793103448
345047,25.68876423,13.92887867,123,0.815718157,0.349871827,345047,0.12195122,0.328567828,0.2,0.08,0.08,0.76,0.84,0.92
334138,20.54625641,14.96467932,78,0.88034188,0.302583198,334138,0.025,0.157109975,0.05,0.05,0,0.95,0.85,0.9
232871,26.19874194,15.93213562,62,0.693548387,0.464783033,232871,0.177419355,0.385141811,0.4,0.1,0.3,0.5,0.8,0.5
179444,30.70761455,16.03356901,275,0.763636364,0.425622617,179444,0.130909091,0.337915857,0.185185185,0.094339623,0.226415094,0.796296296,0.754716981,0.698113208
230882,25.89225954,16.15756189,131,0.633587786,0.483673553,230882,0.308270677,0.463524886,0.227272727,0.238095238,0.19047619,0.666666667,0.619047619,0.80952381
80231,17.13690423,18.11706604,57,0.736842105,0.444261658,80231,0.1,0.30253169,0.08,0.125,0.142857143,0.666666667,0.5,0.714285714
138697,23.80584971,19.86425393,51,0.862745098,0.347540377,138697,0.019230769,0.138675049,0,0.083333333,0,0.6875,0.833333333,1
94870,26.68921313,16.12768685,128,0.765625,0.42527203,94870,0.075757576,0.265617877,0.130434783,0.045454545,0.045454545,0.727272727,0.863636364,0.818181818
252113,27.72818033,16.4815614,427,0.718969555,0.442431018,252113,0.205607477,0.404617789,0.271604938,0.12345679,0.111111111,0.666666667,0.765432099,0.851851852
105528,22.75364645,14.08842175,51,0.725490196,0.450707505,105528,0.098039216,0.30032662,0,0,0.125,0.625,0.75,0.875
121167,19.46684014,16.93234744,73,0.835616438,0.373188165,121167,0.051948052,0.223377418,0.032258065,0.1875,0,0.8,0.625,0.928571429
287697,16.17072727,11.84899338,110,0.754545455,0.432325982,287697,0.127272727,0.334803541,0.2,0.08,0.08,0.48,0.8,0.92
281447,23.96697,14.87566645,100,0.79,0.409360181,281447,0.038834951,0.1941462,0.074074074,0.08,0,0.62962963,0.72,0.875
179849,29.17944751,16.66299757,362,0.784530387,0.411716797,179849,0.134986226,0.342180508,0.135802469,0.205128205,0.077922078,0.827160494,0.717948718,0.857142857
221230,22.68192876,15.89140064,1109,0.659302675,0.472436052,221230,0.163846839,0.37030144,0.269035533,0.149484536,0.10106383,0.593908629,0.701570681,0.760638298
305843,17.53892857,14.84709766,98,0.806122449,0.382682009,305843,0.131313131,0.339461297,0.086956522,0.130434783,0.043478261,0.869565217,0.826086957,0.863636364
128721,20.5864295,16.04530574,149,0.563758389,0.497590786,128721,0.165562914,0.372924721,0.060606061,0.307692308,0.307692308,0.636363636,0.538461538,0.461538462
337458,25.63455238,16.46785965,105,0.885714286,0.295365091,337458,0.035714286,0.18641093,0.0625,0,0,0.833333333,0.964285714,0.892857143
194231,25.20933898,16.67143826,59,0.745762712,0.439169292,194231,0.084745763,0.280893623,0.230769231,0,0,0.615384615,0.846153846,0.769230769
347976,25.44164815,15.19801338,108,0.87962963,0.293432203,347976,0.100917431,0.302610682,0.148148148,0.038461538,0.153846154,0.888888889,0.961538462,0.884615385
287217,24.87853039,15.81679099,181,0.745856354,0.436586457,287217,0.163934426,0.371231743,0.216216216,0.171428571,0.057142857,0.657142857,0.714285714,0.857142857
221829,25.02337705,15.55062628,61,0.754098361,0.434194185,221829,0.131147541,0.340363033,0.307692308,0,0.076923077,0.538461538,0.769230769,0.923076923
97932,16.96072157,18.26500749,101,0.841584158,0.366951584,97932,0.118811881,0.325180833,0.066666667,0.076923077,0.230769231,0.844444444,0.923076923,0.769230769
294086,26.35101515,15.77155196,132,0.681818182,0.46754486,294086,0,0,0,0,0,0.64,0.72,0.8
94210,24.30910393,16.14422609,434,0.610599078,0.488177182,94210,0.200913242,0.401141491,0.246376812,0.117647059,0.149253731,0.608695652,0.764705882,0.757575758
145472,21.89258965,19.60767232,200,0.825,0.380920599,145472,0.128712871,0.335713878,0.101123596,0.258064516,0.129032258,0.831460674,0.741935484,0.806451613
227943,28.07657949,16.49265966,390,0.484615385,0.500405214,227943,0.450381679,0.498166134,0.475,0.35,0.35,0.5,0.575,0.475
95204,18.2977634,16.96930754,225,0.733333333,0.44320263,95204,0.102564103,0.304039058,0.071428571,0.090909091,0.129032258,0.674698795,0.6875,0.774193548
337946,29.51807031,16.48417299,256,0.738932292,0.431957481,337946,0.171206226,0.377424072,0.307692308,0.176470588,0.058823529,0.615384615,0.745098039,0.882352941
247493,27.975125,16.86594091,80,0.6,0.492988818,247493,0.271604938,0.447558535,0.428571429,0.214285714,0.142857143,0.428571429,0.642857143,0.714285714
348832,24.20334286,16.67497872,105,0.834920635,0.343199531,348832,0.051724138,0.222430354,0,0,0.083333333,0.851851852,0.96,0.833333333
181639,18.01052727,13.58828284,110,0.654545455,0.477692535,181639,0.190909091,0.394816286,0.35,0.15,0.3,0.5,0.7,0.6
234994,28.78425275,16.20602346,91,0.758241758,0.430520598,234994,0.138297872,0.347063374,0.181818182,0.095238095,0.095238095,0.714285714,0.761904762,0.904761905
181902,27.03280105,15.33396743,191,0.581151832,0.494667068,181902,0.149484536,0.357487986,0.266666667,0.137931034,0.137931034,0.566666667,0.620689655,0.655172414
232763,28.77466467,16.70733698,167,0.766467066,0.424350784,232763,0.153846154,0.361873432,0.228571429,0.176470588,0.117647059,0.657142857,0.764705882,0.735294118
279523,23.26522794,15.69774186,136,0.698529412,0.460593063,279523,0.108695652,0.312390889,0.178571429,0.142857143,0,0.607142857,0.714285714,0.703703704
99608,21.96993749,18.85836077,74,0.716216216,0.453910566,99608,0.233766234,0.426000491,0.193548387,0.285714286,0.214285714,0.774193548,0.642857143,0.714285714
334324,21.17784314,14.70851751,153,0.662309368,0.47138425,334324,0.18125,0.386434679,0.392857143,0.217391304,0.086956522,0.4,0.695652174,0.695652174
234138,27.34797018,15.61216506,436,0.80733945,0.394841781,234138,0.068807339,0.253417015,0.097087379,0.077669903,0.029126214,0.747572816,0.805825243,0.922330097
82916,17.23640018,17.3333749,328,0.887195122,0.316837486,82916,0.06006006,0.237955643,0.077844311,0.038461538,0.057692308,0.861445783,0.903846154,0.884615385
170128,26.43998393,15.43521043,133,0.751879699,0.433554985,170128,0.115942029,0.321321718,0.222222222,0.111111111,0.129032258,0.583333333,0.764705882,0.774193548
275983,20.22770186,14.16372148,161,0.726708075,0.447039954,275983,0.12345679,0.329980841,0.181818182,0.125,0.125,0.625,0.8125,0.75
237431,23.69182669,16.28967867,652,0.627300613,0.483894291,237431,0.243865031,0.42974193,0.29245283,0.179245283,0.150943396,0.547169811,0.679245283,0.764150943
234817,26.48841622,15.27645657,185,0.578378378,0.4951587,234817,0.267015707,0.443563316,0.375,0.275862069,0.142857143,0.419354839,0.551724138,0.75
